"position","row_id","entrez_id","symbol","group","source"
333,"gene2624","2624","GATA2","CUR_01","Reactome (reactome.db 1.95.0)"
334,"gene3326","3326","HSP90AB1","CUR_06","Reactome (reactome.db 1.95.0)"
335,"gene5079","5079","PAX5","CUR_01","Reactome (reactome.db 1.95.0)"
336,"gene5208","5208","PFKFB2","CUR_05","Reactome (reactome.db 1.95.0)"
337,"gene353189","353189","SLCO4C1","CUR_04","Reactome (reactome.db 1.95.0)"
338,"gene3945","3945","LDHB","CUR_05","Reactome (reactome.db 1.95.0)"
339,"gene84174","84174","SLA2","CUR_13","Reactome (reactome.db 1.95.0)"
340,"gene3821","3821","KLRC1","CUR_15","Reactome (reactome.db 1.95.0)"
341,"gene356","356","FASLG","CUR_13","Reactome (reactome.db 1.95.0)"
342,"gene59352","59352","LGR6","CUR_12","Reactome (reactome.db 1.95.0)"
343,"gene6201","6201","RPS7","CUR_17","Reactome (reactome.db 1.95.0)"
344,"gene6164","6164","RPL34","CUR_14","Reactome (reactome.db 1.95.0)"
345,"gene3921","3921","RPSA","CUR_17","Reactome (reactome.db 1.95.0)"
346,"gene3576","3576","CXCL8","CUR_02","Reactome (reactome.db 1.95.0)"
347,"gene6227","6227","RPS21","CUR_17","Reactome (reactome.db 1.95.0)"
348,"gene7915","7915","ALDH5A1","CUR_09","Reactome (reactome.db 1.95.0)"
349,"gene684","684","BST2","CUR_06","Reactome (reactome.db 1.95.0)"
350,"gene80781","80781","COL18A1","CUR_12","Reactome (reactome.db 1.95.0)"
351,"gene6934","6934","TCF7L2","CUR_01","Reactome (reactome.db 1.95.0)"
352,"gene338440","338440","ANO9","CUR_06","Reactome (reactome.db 1.95.0)"
353,"gene80216","80216","ALPK1","CUR_07","Reactome (reactome.db 1.95.0)"
354,"gene6515","6515","SLC2A3","CUR_04","Reactome (reactome.db 1.95.0)"
355,"gene1933","1933","EEF1B2","CUR_05","Reactome (reactome.db 1.95.0)"
356,"gene400916","400916","CHCHD10","CUR_16","Reactome (reactome.db 1.95.0)"
357,"gene79689","79689","STEAP4","CUR_09","Reactome (reactome.db 1.95.0)"
358,"gene726","726","CAPN5","CUR_12","Reactome (reactome.db 1.95.0)"
359,"gene729359","729359","PLIN4","CUR_03","Reactome (reactome.db 1.95.0)"
360,"gene57610","57610","RANBP10","CUR_12","Reactome (reactome.db 1.95.0)"
361,"gene4064","4064","CD180","CUR_04","Reactome (reactome.db 1.95.0)"
362,"gene25873","25873","RPL36","CUR_14","Reactome (reactome.db 1.95.0)"
363,"gene1847","1847","DUSP5","CUR_07","Reactome (reactome.db 1.95.0)"
364,"gene8291","8291","DYSF","CUR_09","Reactome (reactome.db 1.95.0)"
365,"gene51523","51523","CXXC5","CUR_12","Reactome (reactome.db 1.95.0)"
366,"gene3070","3070","HELLS","CUR_12","Reactome (reactome.db 1.95.0)"
367,"gene6036","6036","RNASE2","CUR_04","Reactome (reactome.db 1.95.0)"
368,"gene11123","11123","RCAN3","CUR_06","Reactome (reactome.db 1.95.0)"
369,"gene10581","10581","IFITM2","CUR_13","Reactome (reactome.db 1.95.0)"
370,"gene50509","50509","COL5A3","CUR_12","Reactome (reactome.db 1.95.0)"
371,"gene9975","9975","NR1D2","CUR_01","Reactome (reactome.db 1.95.0)"
372,"gene5464","5464","PPA1","CUR_05","Reactome (reactome.db 1.95.0)"
373,"gene140803","140803","TRPM6","CUR_09","Reactome (reactome.db 1.95.0)"
374,"gene6846","6846","XCL2","CUR_02","Reactome (reactome.db 1.95.0)"
375,"gene4537","4537","MT-ND3","CUR_05","Reactome (reactome.db 1.95.0)"
376,"gene3490","3490","IGFBP7","CUR_08","Reactome (reactome.db 1.95.0)"
377,"gene84766","84766","CRACR2A","CUR_04","Reactome (reactome.db 1.95.0)"
378,"gene944","944","TNFSF8","CUR_13","Reactome (reactome.db 1.95.0)"
379,"gene366","366","AQP9","CUR_09","Reactome (reactome.db 1.95.0)"
380,"gene9934","9934","P2RY14","CUR_02","Reactome (reactome.db 1.95.0)"
381,"gene7846","7846","TUBA1A","CUR_10","Reactome (reactome.db 1.95.0)"
382,"gene6478","6478","SIAH2","CUR_18","Reactome (reactome.db 1.95.0)"
383,"gene6171","6171","RPL41","CUR_14","Reactome (reactome.db 1.95.0)"
384,"gene6152","6152","RPL24","CUR_14","Reactome (reactome.db 1.95.0)"
385,"gene360","360","AQP3","CUR_16","Reactome (reactome.db 1.95.0)"
386,"gene2214","2214","FCGR3A","CUR_15","Reactome (reactome.db 1.95.0)"
387,"gene3004","3004","GZMM","CUR_04","Reactome (reactome.db 1.95.0)"
388,"gene5494","5494","PPM1A","CUR_01","Reactome (reactome.db 1.95.0)"
389,"gene1232","1232","CCR3","CUR_02","Reactome (reactome.db 1.95.0)"
390,"gene4953","4953","ODC1","CUR_05","Reactome (reactome.db 1.95.0)"
391,"gene3274","3274","HRH2","CUR_02","Reactome (reactome.db 1.95.0)"
392,"gene5577","5577","PRKAR2B","CUR_02","Reactome (reactome.db 1.95.0)"
393,"gene9254","9254","CACNA2D2","CUR_09","Reactome (reactome.db 1.95.0)"
394,"gene915","915","CD3D","CUR_13","Reactome (reactome.db 1.95.0)"
395,"gene3123","3123","HLA-DRB1","CUR_13","Reactome (reactome.db 1.95.0)"
396,"gene154","154","ADRB2","CUR_02","Reactome (reactome.db 1.95.0)"
397,"gene929","929","CD14","CUR_07","Reactome (reactome.db 1.95.0)"
398,"gene3577","3577","CXCR1","CUR_02","Reactome (reactome.db 1.95.0)"
399,"gene1880","1880","GPR183","CUR_02","Reactome (reactome.db 1.95.0)"
400,"gene6204","6204","RPS10","CUR_17","Reactome (reactome.db 1.95.0)"
401,"gene6224","6224","RPS20","CUR_17","Reactome (reactome.db 1.95.0)"
402,"gene126231","126231","ZNF573","CUR_01","Reactome (reactome.db 1.95.0)"
403,"gene57514","57514","ARHGAP31","CUR_11","Reactome (reactome.db 1.95.0)"
404,"gene31","31","ACACA","CUR_03","Reactome (reactome.db 1.95.0)"
405,"gene1870","1870","E2F2","CUR_01","Reactome (reactome.db 1.95.0)"
406,"gene10449","10449","ACAA2","CUR_03","Reactome (reactome.db 1.95.0)"
407,"gene114907","114907","FBXO32","CUR_18","Reactome (reactome.db 1.95.0)"
408,"gene6139","6139","RPL17","CUR_14","Reactome (reactome.db 1.95.0)"
409,"gene79887","79887","PLBD1","CUR_03","Reactome (reactome.db 1.95.0)"
410,"gene2793","2793","GNGT2","CUR_02","Reactome (reactome.db 1.95.0)"
411,"gene2059","2059","EPS8","CUR_09","Reactome (reactome.db 1.95.0)"
412,"gene8334","8334","H2AC6","CUR_01","Reactome (reactome.db 1.95.0)"
413,"gene3613","3613","IMPA2","CUR_05","Reactome (reactome.db 1.95.0)"
414,"gene170622","170622","COMMD6","CUR_08","Reactome (reactome.db 1.95.0)"
415,"gene2550","2550","GABBR1","CUR_02","Reactome (reactome.db 1.95.0)"
416,"gene3572","3572","IL6ST","CUR_07","Reactome (reactome.db 1.95.0)"
417,"gene2950","2950","GSTP1","CUR_04","Reactome (reactome.db 1.95.0)"
418,"gene2081","2081","ERN1","CUR_19","Reactome (reactome.db 1.95.0)"
419,"gene4792","4792","NFKBIA","CUR_07","Reactome (reactome.db 1.95.0)"
420,"gene9398","9398","CD101","CUR_15","Reactome (reactome.db 1.95.0)"
421,"gene3028","3028","HSD17B10","CUR_05","Reactome (reactome.db 1.95.0)"
422,"gene6241","6241","RRM2","CUR_01","Reactome (reactome.db 1.95.0)"
423,"gene23401","23401","FRAT2","CUR_12","Reactome (reactome.db 1.95.0)"
424,"gene8794","8794","TNFRSF10C","CUR_01","Reactome (reactome.db 1.95.0)"
425,"gene22800","22800","RRAS2","CUR_11","Reactome (reactome.db 1.95.0)"
426,"gene3398","3398","ID2","CUR_12","Reactome (reactome.db 1.95.0)"
427,"gene4068","4068","SH2D1A","CUR_15","Reactome (reactome.db 1.95.0)"
428,"gene6286","6286","S100P","CUR_04","Reactome (reactome.db 1.95.0)"
429,"gene157285","157285","PRAG1","CUR_11","Reactome (reactome.db 1.95.0)"
430,"gene3340","3340","NDST1","CUR_05","Reactome (reactome.db 1.95.0)"
431,"gene85441","85441","HELZ2","CUR_03","Reactome (reactome.db 1.95.0)"
432,"gene6144","6144","RPL21","CUR_14","Reactome (reactome.db 1.95.0)"
433,"gene8638","8638","OASL","CUR_13","Reactome (reactome.db 1.95.0)"
434,"gene54407","54407","SLC38A2","CUR_09","Reactome (reactome.db 1.95.0)"
435,"gene81794","81794","ADAMTS10","CUR_08","Reactome (reactome.db 1.95.0)"
436,"gene6272","6272","SORT1","CUR_10","Reactome (reactome.db 1.95.0)"
437,"gene445582","445582","POTEE","CUR_11","Reactome (reactome.db 1.95.0)"
438,"gene1345","1345","COX6C","CUR_01","Reactome (reactome.db 1.95.0)"
439,"gene6146","6146","RPL22","CUR_14","Reactome (reactome.db 1.95.0)"
440,"gene514","514","ATP5F1E","CUR_05","Reactome (reactome.db 1.95.0)"
441,"gene6155","6155","RPL27","CUR_14","Reactome (reactome.db 1.95.0)"
442,"gene6160","6160","RPL31","CUR_14","Reactome (reactome.db 1.95.0)"
443,"gene162966","162966","ZNF600","CUR_01","Reactome (reactome.db 1.95.0)"
444,"gene3728","3728","JUP","CUR_11","Reactome (reactome.db 1.95.0)"
445,"gene26289","26289","AK5","CUR_05","Reactome (reactome.db 1.95.0)"
446,"gene2768","2768","GNA12","CUR_02","Reactome (reactome.db 1.95.0)"
447,"gene26268","26268","FBXO9","CUR_18","Reactome (reactome.db 1.95.0)"
448,"gene6647","6647","SOD1","CUR_10","Reactome (reactome.db 1.95.0)"
449,"gene7320","7320","UBE2B","CUR_18","Reactome (reactome.db 1.95.0)"
450,"gene3430","3430","IFI35","CUR_13","Reactome (reactome.db 1.95.0)"
451,"gene389","389","RHOC","CUR_11","Reactome (reactome.db 1.95.0)"
452,"gene4261","4261","CIITA","CUR_13","Reactome (reactome.db 1.95.0)"
453,"gene65018","65018","PINK1","CUR_01","Reactome (reactome.db 1.95.0)"
454,"gene146850","146850","PIK3R6","CUR_07","Reactome (reactome.db 1.95.0)"
455,"gene301","301","ANXA1","CUR_02","Reactome (reactome.db 1.95.0)"
456,"gene63893","63893","UBE2O","CUR_18","Reactome (reactome.db 1.95.0)"
457,"gene6886","6886","TAL1","CUR_01","Reactome (reactome.db 1.95.0)"
458,"gene54498","54498","SMOX","CUR_03","Reactome (reactome.db 1.95.0)"
459,"gene57630","57630","SH3RF1","CUR_11","Reactome (reactome.db 1.95.0)"
460,"gene1471","1471","CST3","CUR_04","Reactome (reactome.db 1.95.0)"
461,"gene56005","56005","MYDGF","CUR_19","Reactome (reactome.db 1.95.0)"
462,"gene8536","8536","CAMK1","CUR_09","Reactome (reactome.db 1.95.0)"
463,"gene10219","10219","KLRG1","CUR_15","Reactome (reactome.db 1.95.0)"
464,"gene5052","5052","PRDX1","CUR_01","Reactome (reactome.db 1.95.0)"
465,"gene838","838","CASP5","CUR_04","Reactome (reactome.db 1.95.0)"
466,"gene682","682","BSG","CUR_09","Reactome (reactome.db 1.95.0)"
467,"gene3164","3164","NR4A1","CUR_01","Reactome (reactome.db 1.95.0)"
468,"gene1475","1475","CSTA","CUR_16","Reactome (reactome.db 1.95.0)"
469,"gene5610","5610","EIF2AK2","CUR_06","Reactome (reactome.db 1.95.0)"
470,"gene6352","6352","CCL5","CUR_02","Reactome (reactome.db 1.95.0)"
471,"gene2634","2634","GBP2","CUR_06","Reactome (reactome.db 1.95.0)"
472,"gene5721","5721","PSME2","CUR_18","Reactome (reactome.db 1.95.0)"
473,"gene127933","127933","UHMK1","CUR_12","Reactome (reactome.db 1.95.0)"
474,"gene6168","6168","RPL37A","CUR_14","Reactome (reactome.db 1.95.0)"
475,"gene3115","3115","HLA-DPB1","CUR_13","Reactome (reactome.db 1.95.0)"
476,"gene8718","8718","TNFRSF25","CUR_13","Reactome (reactome.db 1.95.0)"
477,"gene80727","80727","TTYH3","CUR_09","Reactome (reactome.db 1.95.0)"
478,"gene221472","221472","FGD2","CUR_11","Reactome (reactome.db 1.95.0)"
479,"gene1350","1350","COX7C","CUR_01","Reactome (reactome.db 1.95.0)"
480,"gene6641","6641","SNTB1","CUR_12","Reactome (reactome.db 1.95.0)"
481,"gene4900","4900","NRGN","CUR_09","Reactome (reactome.db 1.95.0)"
482,"gene5141","5141","PDE4A","CUR_02","Reactome (reactome.db 1.95.0)"
483,"gene5027","5027","P2RX7","CUR_06","Reactome (reactome.db 1.95.0)"
484,"gene219333","219333","USP12","CUR_08","Reactome (reactome.db 1.95.0)"
485,"gene302","302","ANXA2","CUR_04","Reactome (reactome.db 1.95.0)"
486,"gene4353","4353","MPO","CUR_04","Reactome (reactome.db 1.95.0)"
487,"gene8724","8724","SNX3","CUR_08","Reactome (reactome.db 1.95.0)"
488,"gene25801","25801","GCA","CUR_04","Reactome (reactome.db 1.95.0)"
489,"gene968","968","CD68","CUR_04","Reactome (reactome.db 1.95.0)"
490,"gene122416","122416","ANKRD9","CUR_08","Reactome (reactome.db 1.95.0)"
491,"gene2153","2153","F5","CUR_10","Reactome (reactome.db 1.95.0)"
492,"gene9531","9531","BAG3","CUR_19","Reactome (reactome.db 1.95.0)"
493,"gene23191","23191","CYFIP1","CUR_11","Reactome (reactome.db 1.95.0)"
494,"gene8787","8787","RGS9","CUR_02","Reactome (reactome.db 1.95.0)"
495,"gene6280","6280","S100A9","CUR_07","Reactome (reactome.db 1.95.0)"
496,"gene54790","54790","TET2","CUR_01","Reactome (reactome.db 1.95.0)"
497,"gene1116","1116","CHI3L1","CUR_04","Reactome (reactome.db 1.95.0)"
498,"gene6194","6194","RPS6","CUR_17","Reactome (reactome.db 1.95.0)"
499,"gene6154","6154","RPL26","CUR_14","Reactome (reactome.db 1.95.0)"
500,"gene22914","22914","KLRK1","CUR_15","Reactome (reactome.db 1.95.0)"
501,"gene1593","1593","CYP27A1","CUR_03","Reactome (reactome.db 1.95.0)"
502,"gene91319","91319","DERL3","CUR_13","Reactome (reactome.db 1.95.0)"
503,"gene3646","3646","EIF3E","CUR_17","Reactome (reactome.db 1.95.0)"
504,"gene6206","6206","RPS12","CUR_17","Reactome (reactome.db 1.95.0)"
505,"gene321","321","APBA2","CUR_09","Reactome (reactome.db 1.95.0)"
506,"gene7273","7273","TTN","CUR_10","Reactome (reactome.db 1.95.0)"
507,"gene8875","8875","VNN2","CUR_08","Reactome (reactome.db 1.95.0)"
508,"gene28996","28996","HIPK2","CUR_01","Reactome (reactome.db 1.95.0)"
509,"gene1512","1512","CTSH","CUR_04","Reactome (reactome.db 1.95.0)"
510,"gene25824","25824","PRDX5","CUR_01","Reactome (reactome.db 1.95.0)"
511,"gene10963","10963","STIP1","CUR_11","Reactome (reactome.db 1.95.0)"
512,"gene217","217","ALDH2","CUR_03","Reactome (reactome.db 1.95.0)"
513,"gene114879","114879","OSBPL5","CUR_03","Reactome (reactome.db 1.95.0)"
514,"gene25956","25956","SEC31B","CUR_10","Reactome (reactome.db 1.95.0)"
515,"gene3566","3566","IL4R","CUR_07","Reactome (reactome.db 1.95.0)"
516,"gene4833","4833","NME4","CUR_05","Reactome (reactome.db 1.95.0)"
517,"gene133522","133522","PPARGC1B","CUR_03","Reactome (reactome.db 1.95.0)"
518,"gene5140","5140","PDE3B","CUR_02","Reactome (reactome.db 1.95.0)"
519,"gene55432","55432","YOD1","CUR_08","Reactome (reactome.db 1.95.0)"
520,"gene1675","1675","CFD","CUR_10","Reactome (reactome.db 1.95.0)"
521,"gene23475","23475","QPRT","CUR_05","Reactome (reactome.db 1.95.0)"
522,"gene330","330","BIRC3","CUR_07","Reactome (reactome.db 1.95.0)"
523,"gene3925","3925","STMN1","CUR_12","Reactome (reactome.db 1.95.0)"
524,"gene3693","3693","ITGB5","CUR_12","Reactome (reactome.db 1.95.0)"
525,"gene6175","6175","RPLP0","CUR_14","Reactome (reactome.db 1.95.0)"
526,"gene6161","6161","RPL32","CUR_14","Reactome (reactome.db 1.95.0)"
527,"gene7311","7311","UBA52","CUR_17","Reactome (reactome.db 1.95.0)"
528,"gene4831","4831","NME2","CUR_04","Reactome (reactome.db 1.95.0)"
529,"gene6141","6141","RPL18","CUR_14","Reactome (reactome.db 1.95.0)"
530,"gene6713","6713","SQLE","CUR_03","Reactome (reactome.db 1.95.0)"
531,"gene8905","8905","AP1S2","CUR_06","Reactome (reactome.db 1.95.0)"
532,"gene4303","4303","FOXO4","CUR_01","Reactome (reactome.db 1.95.0)"
533,"gene8669","8669","EIF3J","CUR_17","Reactome (reactome.db 1.95.0)"
534,"gene146330","146330","FBXL16","CUR_18","Reactome (reactome.db 1.95.0)"
535,"gene6165","6165","RPL35A","CUR_14","Reactome (reactome.db 1.95.0)"
536,"gene4502","4502","MT2A","CUR_13","Reactome (reactome.db 1.95.0)"
537,"gene22885","22885","ABLIM3","CUR_16","Reactome (reactome.db 1.95.0)"
538,"gene513","513","ATP5F1D","CUR_05","Reactome (reactome.db 1.95.0)"
539,"gene51734","51734","MSRB1","CUR_08","Reactome (reactome.db 1.95.0)"
540,"gene10871","10871","CD300C","CUR_15","Reactome (reactome.db 1.95.0)"
541,"gene6228","6228","RPS23","CUR_17","Reactome (reactome.db 1.95.0)"
542,"gene143686","143686","SESN3","CUR_01","Reactome (reactome.db 1.95.0)"
543,"gene51024","51024","FIS1","CUR_16","Reactome (reactome.db 1.95.0)"
544,"gene6191","6191","RPS4X","CUR_17","Reactome (reactome.db 1.95.0)"
545,"gene2781","2781","GNAZ","CUR_02","Reactome (reactome.db 1.95.0)"
546,"gene6001","6001","RGS10","CUR_02","Reactome (reactome.db 1.95.0)"
547,"gene84874","84874","ZNF514","CUR_01","Reactome (reactome.db 1.95.0)"
548,"gene84131","84131","CEP78","CUR_01","Reactome (reactome.db 1.95.0)"
549,"gene4605","4605","MYBL2","CUR_01","Reactome (reactome.db 1.95.0)"
550,"gene3822","3822","KLRC2","CUR_04","Reactome (reactome.db 1.95.0)"
551,"gene8140","8140","SLC7A5","CUR_09","Reactome (reactome.db 1.95.0)"
552,"gene2048","2048","EPHB2","CUR_16","Reactome (reactome.db 1.95.0)"
553,"gene3394","3394","IRF8","CUR_13","Reactome (reactome.db 1.95.0)"
554,"gene80139","80139","ZNF703","CUR_01","Reactome (reactome.db 1.95.0)"
555,"gene5727","5727","PTCH1","CUR_02","Reactome (reactome.db 1.95.0)"
556,"gene6721","6721","SREBF2","CUR_03","Reactome (reactome.db 1.95.0)"
557,"gene6648","6648","SOD2","CUR_01","Reactome (reactome.db 1.95.0)"
558,"gene5836","5836","PYGL","CUR_04","Reactome (reactome.db 1.95.0)"
559,"gene2947","2947","GSTM3","CUR_03","Reactome (reactome.db 1.95.0)"
560,"gene4345","4345","CD200","CUR_15","Reactome (reactome.db 1.95.0)"
561,"gene151742","151742","PPM1L","CUR_03","Reactome (reactome.db 1.95.0)"
562,"gene340205","340205","TREML1","CUR_15","Reactome (reactome.db 1.95.0)"
563,"gene708","708","C1QBP","CUR_11","Reactome (reactome.db 1.95.0)"
564,"gene7169","7169","TPM2","CUR_09","Reactome (reactome.db 1.95.0)"
565,"gene6202","6202","RPS8","CUR_17","Reactome (reactome.db 1.95.0)"
566,"gene3480","3480","IGF1R","CUR_06","Reactome (reactome.db 1.95.0)"
567,"gene66002","66002","CYP4F12","CUR_03","Reactome (reactome.db 1.95.0)"
568,"gene388931","388931","MFSD2B","CUR_03","Reactome (reactome.db 1.95.0)"
569,"gene133","133","ADM","CUR_02","Reactome (reactome.db 1.95.0)"
570,"gene6147","6147","RPL23A","CUR_14","Reactome (reactome.db 1.95.0)"
571,"gene3579","3579","CXCR2","CUR_02","Reactome (reactome.db 1.95.0)"
572,"gene6142","6142","RPL18A","CUR_14","Reactome (reactome.db 1.95.0)"
573,"gene4282","4282","MIF","CUR_04","Reactome (reactome.db 1.95.0)"
574,"gene3336","3336","HSPE1","CUR_11","Reactome (reactome.db 1.95.0)"
575,"gene4773","4773","NFATC2","CUR_01","Reactome (reactome.db 1.95.0)"
576,"gene2787","2787","GNG5","CUR_02","Reactome (reactome.db 1.95.0)"
577,"gene10437","10437","IFI30","CUR_13","Reactome (reactome.db 1.95.0)"
578,"gene161882","161882","ZFPM1","CUR_01","Reactome (reactome.db 1.95.0)"
579,"gene2357","2357","FPR1","CUR_02","Reactome (reactome.db 1.95.0)"
580,"gene6635","6635","SNRPE","CUR_06","Reactome (reactome.db 1.95.0)"
581,"gene56975","56975","FAM20C","CUR_08","Reactome (reactome.db 1.95.0)"
582,"gene2162","2162","F13A1","CUR_10","Reactome (reactome.db 1.95.0)"
583,"gene9231","9231","DLG5","CUR_11","Reactome (reactome.db 1.95.0)"
584,"gene10859","10859","LILRB1","CUR_15","Reactome (reactome.db 1.95.0)"
585,"gene933","933","CD22","CUR_15","Reactome (reactome.db 1.95.0)"
586,"gene942","942","CD86","CUR_07","Reactome (reactome.db 1.95.0)"
587,"gene9145","9145","SYNGR1","CUR_04","Reactome (reactome.db 1.95.0)"
588,"gene2058","2058","EPRS1","CUR_05","Reactome (reactome.db 1.95.0)"
589,"gene6556","6556","SLC11A1","CUR_04","Reactome (reactome.db 1.95.0)"
590,"gene6217","6217","RPS16","CUR_17","Reactome (reactome.db 1.95.0)"
591,"gene80012","80012","PHC3","CUR_01","Reactome (reactome.db 1.95.0)"
592,"gene2776","2776","GNAQ","CUR_02","Reactome (reactome.db 1.95.0)"
593,"gene6169","6169","RPL38","CUR_14","Reactome (reactome.db 1.95.0)"
594,"gene117155","117155","CATSPER2","CUR_01","Reactome (reactome.db 1.95.0)"
595,"gene25946","25946","ZNF385A","CUR_01","Reactome (reactome.db 1.95.0)"
596,"gene134429","134429","STARD4","CUR_03","Reactome (reactome.db 1.95.0)"
597,"gene3556","3556","IL1RAP","CUR_07","Reactome (reactome.db 1.95.0)"
598,"gene7128","7128","TNFAIP3","CUR_08","Reactome (reactome.db 1.95.0)"
599,"gene6159","6159","RPL29","CUR_14","Reactome (reactome.db 1.95.0)"
600,"gene9194","9194","SLC16A7","CUR_09","Reactome (reactome.db 1.95.0)"
601,"gene275","275","AMT","CUR_05","Reactome (reactome.db 1.95.0)"
602,"gene5567","5567","PRKACB","CUR_02","Reactome (reactome.db 1.95.0)"
603,"gene83988","83988","NCALD","CUR_09","Reactome (reactome.db 1.95.0)"
604,"gene9580","9580","SOX13","CUR_12","Reactome (reactome.db 1.95.0)"
605,"gene4708","4708","NDUFB2","CUR_05","Reactome (reactome.db 1.95.0)"
606,"gene3575","3575","IL7R","CUR_07","Reactome (reactome.db 1.95.0)"
607,"gene4830","4830","NME1","CUR_05","Reactome (reactome.db 1.95.0)"
608,"gene27287","27287","VENTX","CUR_01","Reactome (reactome.db 1.95.0)"
609,"gene55423","55423","SIRPG","CUR_10","Reactome (reactome.db 1.95.0)"
610,"gene4646","4646","MYO6","CUR_11","Reactome (reactome.db 1.95.0)"
611,"gene58477","58477","SRPRB","CUR_19","Reactome (reactome.db 1.95.0)"
612,"gene6188","6188","RPS3","CUR_17","Reactome (reactome.db 1.95.0)"
613,"gene54583","54583","EGLN1","CUR_19","Reactome (reactome.db 1.95.0)"
614,"gene1163","1163","CKS1B","CUR_01","Reactome (reactome.db 1.95.0)"
615,"gene5732","5732","PTGER2","CUR_02","Reactome (reactome.db 1.95.0)"
616,"gene306","306","ANXA3","CUR_16","Reactome (reactome.db 1.95.0)"
617,"gene1043","1043","CD52","CUR_08","Reactome (reactome.db 1.95.0)"
618,"gene7203","7203","CCT3","CUR_08","Reactome (reactome.db 1.95.0)"
619,"gene2206","2206","MS4A2","CUR_04","Reactome (reactome.db 1.95.0)"
620,"gene6173","6173","RPL36A","CUR_14","Reactome (reactome.db 1.95.0)"
621,"gene79071","79071","ELOVL6","CUR_03","Reactome (reactome.db 1.95.0)"
622,"gene6039","6039","RNASE6","CUR_04","Reactome (reactome.db 1.95.0)"
623,"gene123","123","PLIN2","CUR_03","Reactome (reactome.db 1.95.0)"
624,"gene8541","8541","PPFIA3","CUR_09","Reactome (reactome.db 1.95.0)"
625,"gene1890","1890","TYMP","CUR_05","Reactome (reactome.db 1.95.0)"
626,"gene3386","3386","ICAM4","CUR_15","Reactome (reactome.db 1.95.0)"
627,"gene3595","3595","IL12RB2","CUR_07","Reactome (reactome.db 1.95.0)"
628,"gene9045","9045","RPL14","CUR_14","Reactome (reactome.db 1.95.0)"
629,"gene55466","55466","DNAJA4","CUR_19","Reactome (reactome.db 1.95.0)"
630,"gene5966","5966","REL","CUR_15","Reactome (reactome.db 1.95.0)"
631,"gene54210","54210","TREM1","CUR_15","Reactome (reactome.db 1.95.0)"
632,"gene4638","4638","MYLK","CUR_11","Reactome (reactome.db 1.95.0)"
633,"gene3717","3717","JAK2","CUR_07","Reactome (reactome.db 1.95.0)"
634,"gene2309","2309","FOXO3","CUR_01","Reactome (reactome.db 1.95.0)"
635,"gene140807","140807","KRT72","CUR_16","Reactome (reactome.db 1.95.0)"
636,"gene8320","8320","EOMES","CUR_16","Reactome (reactome.db 1.95.0)"
637,"gene6207","6207","RPS13","CUR_17","Reactome (reactome.db 1.95.0)"
638,"gene2201","2201","FBN2","CUR_12","Reactome (reactome.db 1.95.0)"
639,"gene3486","3486","IGFBP3","CUR_01","Reactome (reactome.db 1.95.0)"
640,"gene79834","79834","PEAK1","CUR_11","Reactome (reactome.db 1.95.0)"
641,"gene57698","57698","SHTN1","CUR_16","Reactome (reactome.db 1.95.0)"
642,"gene463","463","ZFHX3","CUR_01","Reactome (reactome.db 1.95.0)"
643,"gene6375","6375","XCL1","CUR_02","Reactome (reactome.db 1.95.0)"
644,"gene57654","57654","UVSSA","CUR_06","Reactome (reactome.db 1.95.0)"
645,"gene539","539","ATP5PO","CUR_05","Reactome (reactome.db 1.95.0)"
646,"gene597","597","BCL2A1","CUR_05","Reactome (reactome.db 1.95.0)"
647,"gene719","719","C3AR1","CUR_02","Reactome (reactome.db 1.95.0)"
648,"gene83999","83999","KREMEN1","CUR_12","Reactome (reactome.db 1.95.0)"
649,"gene56172","56172","ANKH","CUR_09","Reactome (reactome.db 1.95.0)"
650,"gene710","710","SERPING1","CUR_10","Reactome (reactome.db 1.95.0)"
651,"gene10462","10462","CLEC10A","CUR_04","Reactome (reactome.db 1.95.0)"
652,"gene6209","6209","RPS15","CUR_17","Reactome (reactome.db 1.95.0)"
653,"gene527","527","ATP6V0C","CUR_04","Reactome (reactome.db 1.95.0)"
654,"gene81030","81030","ZBP1","CUR_06","Reactome (reactome.db 1.95.0)"
655,"gene6095","6095","RORA","CUR_01","Reactome (reactome.db 1.95.0)"
656,"gene1051","1051","CEBPB","CUR_01","Reactome (reactome.db 1.95.0)"
657,"gene6233","6233","RPS27A","CUR_17","Reactome (reactome.db 1.95.0)"
658,"gene5901","5901","RAN","CUR_01","Reactome (reactome.db 1.95.0)"
659,"gene9170","9170","LPAR2","CUR_02","Reactome (reactome.db 1.95.0)"
660,"gene2317","2317","FLNB","CUR_13","Reactome (reactome.db 1.95.0)"
661,"gene2203","2203","FBP1","CUR_05","Reactome (reactome.db 1.95.0)"
662,"gene2017","2017","CTTN","CUR_11","Reactome (reactome.db 1.95.0)"
663,"gene6218","6218","RPS17","CUR_17","Reactome (reactome.db 1.95.0)"
664,"gene192286","192286","HIGD2A","CUR_05","Reactome (reactome.db 1.95.0)"
665,"gene259173","259173","ALS2CL","CUR_10","Reactome (reactome.db 1.95.0)"
666,"gene10549","10549","PRDX4","CUR_04","Reactome (reactome.db 1.95.0)"
667,"gene23547","23547","LILRA4","CUR_15","Reactome (reactome.db 1.95.0)"
668,"gene353","353","APRT","CUR_04","Reactome (reactome.db 1.95.0)"
669,"gene51389","51389","RWDD1","CUR_08","Reactome (reactome.db 1.95.0)"
