"position","row_id","entrez_id","symbol","group","source"
670,"gene100996939","100996939","PYURF","CUR_05","Reactome (reactome.db 1.95.0)"
671,"gene84992","84992","PIGY","CUR_08","Reactome (reactome.db 1.95.0)"
672,"gene59285","59285","CACNG6","CUR_09","Reactome (reactome.db 1.95.0)"
673,"gene940","940","CD28","CUR_07","Reactome (reactome.db 1.95.0)"
674,"gene760","760","CA2","CUR_16","Reactome (reactome.db 1.95.0)"
675,"gene2760","2760","GM2A","CUR_04","Reactome (reactome.db 1.95.0)"
676,"gene8349","8349","H2BC21","CUR_01","Reactome (reactome.db 1.95.0)"
677,"gene978","978","CDA","CUR_04","Reactome (reactome.db 1.95.0)"
678,"gene2790","2790","GNG10","CUR_02","Reactome (reactome.db 1.95.0)"
679,"gene54843","54843","SYTL2","CUR_16","Reactome (reactome.db 1.95.0)"
680,"gene10870","10870","HCST","CUR_15","Reactome (reactome.db 1.95.0)"
681,"gene671","671","BPI","CUR_04","Reactome (reactome.db 1.95.0)"
682,"gene27102","27102","EIF2AK1","CUR_19","Reactome (reactome.db 1.95.0)"
683,"gene3772","3772","KCNJ15","CUR_09","Reactome (reactome.db 1.95.0)"
684,"gene1436","1436","CSF1R","CUR_01","Reactome (reactome.db 1.95.0)"
685,"gene728294","728294","D2HGDH","CUR_05","Reactome (reactome.db 1.95.0)"
686,"gene6167","6167","RPL37","CUR_14","Reactome (reactome.db 1.95.0)"
687,"gene6134","6134","RPL10","CUR_14","Reactome (reactome.db 1.95.0)"
688,"gene8714","8714","ABCC3","CUR_03","Reactome (reactome.db 1.95.0)"
689,"gene6125","6125","RPL5","CUR_14","Reactome (reactome.db 1.95.0)"
690,"gene56953","56953","NT5M","CUR_05","Reactome (reactome.db 1.95.0)"
691,"gene8482","8482","SEMA7A","CUR_16","Reactome (reactome.db 1.95.0)"
692,"gene64759","64759","TNS3","CUR_12","Reactome (reactome.db 1.95.0)"
693,"gene90990","90990","KIFC2","CUR_10","Reactome (reactome.db 1.95.0)"
694,"gene2194","2194","FASN","CUR_03","Reactome (reactome.db 1.95.0)"
695,"gene4736","4736","RPL10A","CUR_14","Reactome (reactome.db 1.95.0)"
696,"gene974","974","CD79B","CUR_06","Reactome (reactome.db 1.95.0)"
697,"gene4869","4869","NPM1","CUR_06","Reactome (reactome.db 1.95.0)"
698,"gene5016","5016","OVGP1","CUR_01","Reactome (reactome.db 1.95.0)"
699,"gene3590","3590","IL11RA","CUR_07","Reactome (reactome.db 1.95.0)"
700,"gene23645","23645","PPP1R15A","CUR_19","Reactome (reactome.db 1.95.0)"
701,"gene23677","23677","SH3BP4","CUR_19","Reactome (reactome.db 1.95.0)"
702,"gene155066","155066","ATP6V0E2","CUR_04","Reactome (reactome.db 1.95.0)"
703,"gene8993","8993","PGLYRP1","CUR_04","Reactome (reactome.db 1.95.0)"
704,"gene4069","4069","LYZ","CUR_04","Reactome (reactome.db 1.95.0)"
705,"gene1848","1848","DUSP6","CUR_07","Reactome (reactome.db 1.95.0)"
706,"gene1717","1717","DHCR7","CUR_03","Reactome (reactome.db 1.95.0)"
707,"gene55967","55967","NDUFA12","CUR_05","Reactome (reactome.db 1.95.0)"
708,"gene30817","30817","ADGRE2","CUR_02","Reactome (reactome.db 1.95.0)"
709,"gene643","643","CXCR5","CUR_02","Reactome (reactome.db 1.95.0)"
710,"gene10857","10857","PGRMC1","CUR_04","Reactome (reactome.db 1.95.0)"
711,"gene1312","1312","COMT","CUR_06","Reactome (reactome.db 1.95.0)"
712,"gene51386","51386","EIF3L","CUR_17","Reactome (reactome.db 1.95.0)"
713,"gene1536","1536","CYBB","CUR_11","Reactome (reactome.db 1.95.0)"
714,"gene8740","8740","TNFSF14","CUR_13","Reactome (reactome.db 1.95.0)"
715,"gene27339","27339","PRPF19","CUR_06","Reactome (reactome.db 1.95.0)"
716,"gene84443","84443","FRMPD3","CUR_04","Reactome (reactome.db 1.95.0)"
717,"gene5621","5621","PRNP","CUR_16","Reactome (reactome.db 1.95.0)"
718,"gene3903","3903","LAIR1","CUR_15","Reactome (reactome.db 1.95.0)"
719,"gene3312","3312","HSPA8","CUR_06","Reactome (reactome.db 1.95.0)"
720,"gene1803","1803","DPP4","CUR_08","Reactome (reactome.db 1.95.0)"
721,"gene23586","23586","RIGI","CUR_06","Reactome (reactome.db 1.95.0)"
722,"gene23327","23327","NEDD4L","CUR_01","Reactome (reactome.db 1.95.0)"
723,"gene3091","3091","HIF1A","CUR_18","Reactome (reactome.db 1.95.0)"
724,"gene57571","57571","CARNS1","CUR_05","Reactome (reactome.db 1.95.0)"
725,"gene89790","89790","SIGLEC10","CUR_15","Reactome (reactome.db 1.95.0)"
726,"gene8111","8111","GPR68","CUR_02","Reactome (reactome.db 1.95.0)"
727,"gene4660","4660","PPP1R12B","CUR_11","Reactome (reactome.db 1.95.0)"
728,"gene64425","64425","POLR1E","CUR_03","Reactome (reactome.db 1.95.0)"
729,"gene10728","10728","PTGES3","CUR_06","Reactome (reactome.db 1.95.0)"
730,"gene140809","140809","SRXN1","CUR_19","Reactome (reactome.db 1.95.0)"
731,"gene23250","23250","ATP11A","CUR_04","Reactome (reactome.db 1.95.0)"
732,"gene8821","8821","INPP4B","CUR_03","Reactome (reactome.db 1.95.0)"
733,"gene57162","57162","PELI1","CUR_07","Reactome (reactome.db 1.95.0)"
734,"gene6137","6137","RPL13","CUR_14","Reactome (reactome.db 1.95.0)"
735,"gene4000","4000","LMNA","CUR_01","Reactome (reactome.db 1.95.0)"
736,"gene5209","5209","PFKFB3","CUR_05","Reactome (reactome.db 1.95.0)"
737,"gene56993","56993","TOMM22","CUR_16","Reactome (reactome.db 1.95.0)"
738,"gene7090","7090","TLE3","CUR_12","Reactome (reactome.db 1.95.0)"
739,"gene7494","7494","XBP1","CUR_19","Reactome (reactome.db 1.95.0)"
740,"gene718","718","C3","CUR_02","Reactome (reactome.db 1.95.0)"
741,"gene64167","64167","ERAP2","CUR_18","Reactome (reactome.db 1.95.0)"
742,"gene2149","2149","F2R","CUR_02","Reactome (reactome.db 1.95.0)"
743,"gene81857","81857","MED25","CUR_03","Reactome (reactome.db 1.95.0)"
744,"gene1891","1891","ECH1","CUR_08","Reactome (reactome.db 1.95.0)"
745,"gene8673","8673","VAMP8","CUR_04","Reactome (reactome.db 1.95.0)"
746,"gene6720","6720","SREBF1","CUR_03","Reactome (reactome.db 1.95.0)"
747,"gene8607","8607","RUVBL1","CUR_08","Reactome (reactome.db 1.95.0)"
748,"gene8682","8682","PEA15","CUR_07","Reactome (reactome.db 1.95.0)"
749,"gene10055","10055","SAE1","CUR_08","Reactome (reactome.db 1.95.0)"
750,"gene85439","85439","STON2","CUR_10","Reactome (reactome.db 1.95.0)"
751,"gene10913","10913","EDAR","CUR_13","Reactome (reactome.db 1.95.0)"
752,"gene6843","6843","VAMP1","CUR_06","Reactome (reactome.db 1.95.0)"
753,"gene3557","3557","IL1RN","CUR_07","Reactome (reactome.db 1.95.0)"
754,"gene5603","5603","MAPK13","CUR_12","Reactome (reactome.db 1.95.0)"
755,"gene28984","28984","RGCC","CUR_01","Reactome (reactome.db 1.95.0)"
756,"gene319101","319101","KRT73","CUR_16","Reactome (reactome.db 1.95.0)"
757,"gene1296","1296","COL8A2","CUR_12","Reactome (reactome.db 1.95.0)"
758,"gene27242","27242","TNFRSF21","CUR_03","Reactome (reactome.db 1.95.0)"
759,"gene10051","10051","SMC4","CUR_01","Reactome (reactome.db 1.95.0)"
760,"gene8780","8780","RIOK3","CUR_06","Reactome (reactome.db 1.95.0)"
761,"gene55558","55558","PLXNA3","CUR_16","Reactome (reactome.db 1.95.0)"
762,"gene6138","6138","RPL15","CUR_14","Reactome (reactome.db 1.95.0)"
763,"gene55704","55704","CCDC88A","CUR_11","Reactome (reactome.db 1.95.0)"
764,"gene6513","6513","SLC2A1","CUR_09","Reactome (reactome.db 1.95.0)"
765,"gene1622","1622","DBI","CUR_03","Reactome (reactome.db 1.95.0)"
766,"gene4171","4171","MCM2","CUR_01","Reactome (reactome.db 1.95.0)"
767,"gene64981","64981","MRPL34","CUR_05","Reactome (reactome.db 1.95.0)"
768,"gene23136","23136","EPB41L3","CUR_09","Reactome (reactome.db 1.95.0)"
769,"gene9450","9450","LY86","CUR_04","Reactome (reactome.db 1.95.0)"
770,"gene6176","6176","RPLP1","CUR_14","Reactome (reactome.db 1.95.0)"
771,"gene23305","23305","ACSL6","CUR_03","Reactome (reactome.db 1.95.0)"
772,"gene64386","64386","MMP25","CUR_04","Reactome (reactome.db 1.95.0)"
773,"gene6230","6230","RPS25","CUR_17","Reactome (reactome.db 1.95.0)"
774,"gene10276","10276","NET1","CUR_11","Reactome (reactome.db 1.95.0)"
775,"gene80739","80739","MPIG6B","CUR_10","Reactome (reactome.db 1.95.0)"
776,"gene10875","10875","FGL2","CUR_04","Reactome (reactome.db 1.95.0)"
777,"gene56261","56261","GPCPD1","CUR_03","Reactome (reactome.db 1.95.0)"
778,"gene24138","24138","IFIT5","CUR_13","Reactome (reactome.db 1.95.0)"
779,"gene2053","2053","EPHX2","CUR_03","Reactome (reactome.db 1.95.0)"
780,"gene80005","80005","DOCK5","CUR_11","Reactome (reactome.db 1.95.0)"
781,"gene79888","79888","LPCAT1","CUR_03","Reactome (reactome.db 1.95.0)"
782,"gene29107","29107","NXT1","CUR_06","Reactome (reactome.db 1.95.0)"
783,"gene4193","4193","MDM2","CUR_01","Reactome (reactome.db 1.95.0)"
784,"gene2358","2358","FPR2","CUR_02","Reactome (reactome.db 1.95.0)"
785,"gene10161","10161","LPAR6","CUR_02","Reactome (reactome.db 1.95.0)"
786,"gene9759","9759","HDAC4","CUR_01","Reactome (reactome.db 1.95.0)"
787,"gene10654","10654","PMVK","CUR_03","Reactome (reactome.db 1.95.0)"
788,"gene84254","84254","CAMKK1","CUR_02","Reactome (reactome.db 1.95.0)"
789,"gene1378","1378","CR1","CUR_01","Reactome (reactome.db 1.95.0)"
790,"gene10575","10575","CCT4","CUR_08","Reactome (reactome.db 1.95.0)"
791,"gene53834","53834","FGFRL1","CUR_12","Reactome (reactome.db 1.95.0)"
792,"gene3459","3459","IFNGR1","CUR_06","Reactome (reactome.db 1.95.0)"
793,"gene22918","22918","CD93","CUR_04","Reactome (reactome.db 1.95.0)"
794,"gene2281","2281","FKBP1B","CUR_09","Reactome (reactome.db 1.95.0)"
795,"gene84628","84628","NTNG2","CUR_08","Reactome (reactome.db 1.95.0)"
796,"gene94015","94015","TTYH2","CUR_09","Reactome (reactome.db 1.95.0)"
797,"gene6923","6923","ELOB","CUR_14","Reactome (reactome.db 1.95.0)"
798,"gene253260","253260","RICTOR","CUR_01","Reactome (reactome.db 1.95.0)"
799,"gene7476","7476","WNT7A","CUR_02","Reactome (reactome.db 1.95.0)"
800,"gene10516","10516","FBLN5","CUR_12","Reactome (reactome.db 1.95.0)"
801,"gene917","917","CD3G","CUR_13","Reactome (reactome.db 1.95.0)"
802,"gene3014","3014","H2AX","CUR_01","Reactome (reactome.db 1.95.0)"
803,"gene2197","2197","FAU","CUR_17","Reactome (reactome.db 1.95.0)"
804,"gene5087","5087","PBX1","CUR_16","Reactome (reactome.db 1.95.0)"
805,"gene5245","5245","PHB1","CUR_07","Reactome (reactome.db 1.95.0)"
806,"gene10783","10783","NEK6","CUR_01","Reactome (reactome.db 1.95.0)"
807,"gene55827","55827","DCAF6","CUR_08","Reactome (reactome.db 1.95.0)"
808,"gene1032","1032","CDKN2D","CUR_01","Reactome (reactome.db 1.95.0)"
809,"gene864","864","RUNX3","CUR_01","Reactome (reactome.db 1.95.0)"
810,"gene51176","51176","LEF1","CUR_01","Reactome (reactome.db 1.95.0)"
811,"gene1230","1230","CCR1","CUR_02","Reactome (reactome.db 1.95.0)"
812,"gene8542","8542","APOL1","CUR_08","Reactome (reactome.db 1.95.0)"
813,"gene5296","5296","PIK3R2","CUR_07","Reactome (reactome.db 1.95.0)"
814,"gene7381","7381","UQCRB","CUR_05","Reactome (reactome.db 1.95.0)"
815,"gene4689","4689","NCF4","CUR_11","Reactome (reactome.db 1.95.0)"
816,"gene6157","6157","RPL27A","CUR_14","Reactome (reactome.db 1.95.0)"
817,"gene2199","2199","FBLN2","CUR_12","Reactome (reactome.db 1.95.0)"
818,"gene7706","7706","TRIM25","CUR_06","Reactome (reactome.db 1.95.0)"
819,"gene9241","9241","NOG","CUR_16","Reactome (reactome.db 1.95.0)"
820,"gene123041","123041","SLC24A4","CUR_09","Reactome (reactome.db 1.95.0)"
821,"gene9314","9314","KLF4","CUR_01","Reactome (reactome.db 1.95.0)"
822,"gene8815","8815","BANF1","CUR_01","Reactome (reactome.db 1.95.0)"
823,"gene26232","26232","FBXO2","CUR_18","Reactome (reactome.db 1.95.0)"
824,"gene1019","1019","CDK4","CUR_01","Reactome (reactome.db 1.95.0)"
825,"gene23433","23433","RHOQ","CUR_11","Reactome (reactome.db 1.95.0)"
826,"gene64135","64135","IFIH1","CUR_06","Reactome (reactome.db 1.95.0)"
827,"gene3094","3094","HINT1","CUR_16","Reactome (reactome.db 1.95.0)"
828,"gene91584","91584","PLXNA4","CUR_01","Reactome (reactome.db 1.95.0)"
829,"gene55112","55112","DYNC2I1","CUR_05","Reactome (reactome.db 1.95.0)"
830,"gene8741","8741","TNFSF13","CUR_13","Reactome (reactome.db 1.95.0)"
831,"gene7036","7036","TFR2","CUR_09","Reactome (reactome.db 1.95.0)"
832,"gene51380","51380","CSAD","CUR_05","Reactome (reactome.db 1.95.0)"
833,"gene2219","2219","FCN1","CUR_04","Reactome (reactome.db 1.95.0)"
834,"gene5728","5728","PTEN","CUR_01","Reactome (reactome.db 1.95.0)"
835,"gene4703","4703","NEB","CUR_09","Reactome (reactome.db 1.95.0)"
836,"gene4092","4092","SMAD7","CUR_01","Reactome (reactome.db 1.95.0)"
837,"gene1175","1175","AP2S1","CUR_06","Reactome (reactome.db 1.95.0)"
838,"gene22836","22836","RHOBTB3","CUR_10","Reactome (reactome.db 1.95.0)"
839,"gene23463","23463","ICMT","CUR_07","Reactome (reactome.db 1.95.0)"
840,"gene59340","59340","HRH4","CUR_02","Reactome (reactome.db 1.95.0)"
841,"gene3068","3068","HDGF","CUR_19","Reactome (reactome.db 1.95.0)"
842,"gene6229","6229","RPS24","CUR_17","Reactome (reactome.db 1.95.0)"
843,"gene55615","55615","PRR5","CUR_01","Reactome (reactome.db 1.95.0)"
844,"gene4332","4332","MNDA","CUR_04","Reactome (reactome.db 1.95.0)"
845,"gene5775","5775","PTPN4","CUR_07","Reactome (reactome.db 1.95.0)"
846,"gene3959","3959","LGALS3BP","CUR_10","Reactome (reactome.db 1.95.0)"
847,"gene9334","9334","B4GALT5","CUR_08","Reactome (reactome.db 1.95.0)"
848,"gene57674","57674","RNF213","CUR_18","Reactome (reactome.db 1.95.0)"
849,"gene653361","653361","NCF1","CUR_11","Reactome (reactome.db 1.95.0)"
850,"gene2739","2739","GLO1","CUR_05","Reactome (reactome.db 1.95.0)"
851,"gene26140","26140","TTLL3","CUR_08","Reactome (reactome.db 1.95.0)"
852,"gene27018","27018","BEX3","CUR_11","Reactome (reactome.db 1.95.0)"
853,"gene912","912","CD1D","CUR_15","Reactome (reactome.db 1.95.0)"
854,"gene54549","54549","SDK2","CUR_01","Reactome (reactome.db 1.95.0)"
855,"gene2625","2625","GATA3","CUR_01","Reactome (reactome.db 1.95.0)"
856,"gene4809","4809","SNU13","CUR_06","Reactome (reactome.db 1.95.0)"
857,"gene2215","2215","FCGR3B","CUR_04","Reactome (reactome.db 1.95.0)"
858,"gene114822","114822","RHPN1","CUR_11","Reactome (reactome.db 1.95.0)"
859,"gene962","962","CD48","CUR_10","Reactome (reactome.db 1.95.0)"
860,"gene8357","8357","H3C10","CUR_01","Reactome (reactome.db 1.95.0)"
861,"gene221937","221937","FOXK1","CUR_08","Reactome (reactome.db 1.95.0)"
862,"gene23423","23423","TMED3","CUR_10","Reactome (reactome.db 1.95.0)"
863,"gene221037","221037","JMJD1C","CUR_10","Reactome (reactome.db 1.95.0)"
864,"gene51650","51650","MRPS33","CUR_05","Reactome (reactome.db 1.95.0)"
865,"gene868","868","CBLB","CUR_18","Reactome (reactome.db 1.95.0)"
866,"gene6732","6732","SRPK1","CUR_06","Reactome (reactome.db 1.95.0)"
867,"gene4715","4715","NDUFB9","CUR_05","Reactome (reactome.db 1.95.0)"
868,"gene6307","6307","MSMO1","CUR_03","Reactome (reactome.db 1.95.0)"
869,"gene8519","8519","IFITM1","CUR_13","Reactome (reactome.db 1.95.0)"
870,"gene6158","6158","RPL28","CUR_14","Reactome (reactome.db 1.95.0)"
871,"gene161742","161742","SPRED1","CUR_07","Reactome (reactome.db 1.95.0)"
872,"gene1154","1154","CISH","CUR_07","Reactome (reactome.db 1.95.0)"
873,"gene8665","8665","EIF3F","CUR_17","Reactome (reactome.db 1.95.0)"
874,"gene5197","5197","PF4V1","CUR_10","Reactome (reactome.db 1.95.0)"
875,"gene4904","4904","YBX1","CUR_06","Reactome (reactome.db 1.95.0)"
876,"gene80854","80854","SETD7","CUR_unassigned","Reactome (reactome.db 1.95.0)"
877,"gene7514","7514","XPO1","CUR_01","Reactome (reactome.db 1.95.0)"
878,"gene706","706","TSPO","CUR_03","Reactome (reactome.db 1.95.0)"
879,"gene84159","84159","ARID5B","CUR_unassigned","Reactome (reactome.db 1.95.0)"
880,"gene5886","5886","RAD23A","CUR_08","Reactome (reactome.db 1.95.0)"
881,"gene9651","9651","PLCH2","CUR_05","Reactome (reactome.db 1.95.0)"
882,"gene80115","80115","BAIAP2L2","CUR_11","Reactome (reactome.db 1.95.0)"
883,"gene7153","7153","TOP2A","CUR_08","Reactome (reactome.db 1.95.0)"
884,"gene1628","1628","DBP","CUR_03","Reactome (reactome.db 1.95.0)"
885,"gene3320","3320","HSP90AA1","CUR_06","Reactome (reactome.db 1.95.0)"
886,"gene5800","5800","PTPRO","CUR_12","Reactome (reactome.db 1.95.0)"
887,"gene55240","55240","STEAP3","CUR_11","Reactome (reactome.db 1.95.0)"
888,"gene6150","6150","MRPL23","CUR_05","Reactome (reactome.db 1.95.0)"
889,"gene8668","8668","EIF3I","CUR_17","Reactome (reactome.db 1.95.0)"
890,"gene151636","151636","DTX3L","CUR_18","Reactome (reactome.db 1.95.0)"
891,"gene290","290","ANPEP","CUR_04","Reactome (reactome.db 1.95.0)"
892,"gene7089","7089","TLE2","CUR_12","Reactome (reactome.db 1.95.0)"
893,"gene54331","54331","GNG2","CUR_02","Reactome (reactome.db 1.95.0)"
894,"gene54464","54464","XRN1","CUR_06","Reactome (reactome.db 1.95.0)"
895,"gene728","728","C5AR1","CUR_02","Reactome (reactome.db 1.95.0)"
896,"gene4050","4050","LTB","CUR_13","Reactome (reactome.db 1.95.0)"
897,"gene80201","80201","HKDC1","CUR_05","Reactome (reactome.db 1.95.0)"
898,"gene11343","11343","MGLL","CUR_03","Reactome (reactome.db 1.95.0)"
899,"gene22898","22898","DENND3","CUR_10","Reactome (reactome.db 1.95.0)"
900,"gene64061","64061","TSPYL2","CUR_19","Reactome (reactome.db 1.95.0)"
901,"gene1937","1937","EEF1G","CUR_05","Reactome (reactome.db 1.95.0)"
902,"gene1269","1269","CNR2","CUR_02","Reactome (reactome.db 1.95.0)"
903,"gene27335","27335","EIF3K","CUR_17","Reactome (reactome.db 1.95.0)"
904,"gene10154","10154","PLXNC1","CUR_16","Reactome (reactome.db 1.95.0)"
905,"gene1241","1241","LTB4R","CUR_02","Reactome (reactome.db 1.95.0)"
906,"gene60489","60489","APOBEC3G","CUR_06","Reactome (reactome.db 1.95.0)"
907,"gene51310","51310","SLC22A17","CUR_09","Reactome (reactome.db 1.95.0)"
908,"gene10811","10811","NOXA1","CUR_11","Reactome (reactome.db 1.95.0)"
909,"gene25885","25885","POLR1A","CUR_03","Reactome (reactome.db 1.95.0)"
910,"gene1233","1233","CCR4","CUR_02","Reactome (reactome.db 1.95.0)"
911,"gene57105","57105","CYSLTR2","CUR_02","Reactome (reactome.db 1.95.0)"
912,"gene51747","51747","LUC7L3","CUR_06","Reactome (reactome.db 1.95.0)"
913,"gene56937","56937","PMEPA1","CUR_12","Reactome (reactome.db 1.95.0)"
914,"gene4509","4509","MT-ATP8","CUR_05","Reactome (reactome.db 1.95.0)"
915,"gene4522","4522","MTHFD1","CUR_05","Reactome (reactome.db 1.95.0)"
916,"gene7056","7056","THBD","CUR_10","Reactome (reactome.db 1.95.0)"
917,"gene91749","91749","SLC60A2","CUR_09","Reactome (reactome.db 1.95.0)"
918,"gene51320","51320","MEX3C","CUR_18","Reactome (reactome.db 1.95.0)"
919,"gene2672","2672","GFI1","CUR_16","Reactome (reactome.db 1.95.0)"
920,"gene8477","8477","GPR65","CUR_02","Reactome (reactome.db 1.95.0)"
921,"gene216","216","ALDH1A1","CUR_03","Reactome (reactome.db 1.95.0)"
922,"gene10490","10490","VTI1B","CUR_10","Reactome (reactome.db 1.95.0)"
923,"gene5351","5351","PLOD1","CUR_12","Reactome (reactome.db 1.95.0)"
924,"gene9585","9585","KIF20B","CUR_10","Reactome (reactome.db 1.95.0)"
925,"gene959","959","CD40LG","CUR_15","Reactome (reactome.db 1.95.0)"
926,"gene253782","253782","CERS6","CUR_03","Reactome (reactome.db 1.95.0)"
927,"gene518","518","ATP5MC3","CUR_05","Reactome (reactome.db 1.95.0)"
928,"gene5411","5411","PNN","CUR_06","Reactome (reactome.db 1.95.0)"
929,"gene2570","2570","GABRR2","CUR_09","Reactome (reactome.db 1.95.0)"
930,"gene29116","29116","MYLIP","CUR_18","Reactome (reactome.db 1.95.0)"
931,"gene10794","10794","ZNF460","CUR_01","Reactome (reactome.db 1.95.0)"
932,"gene10970","10970","CKAP4","CUR_11","Reactome (reactome.db 1.95.0)"
933,"gene79090","79090","TRAPPC6A","CUR_10","Reactome (reactome.db 1.95.0)"
934,"gene6124","6124","RPL4","CUR_14","Reactome (reactome.db 1.95.0)"
935,"gene932","932","MS4A3","CUR_04","Reactome (reactome.db 1.95.0)"
936,"gene55313","55313","CPPED1","CUR_04","Reactome (reactome.db 1.95.0)"
937,"gene114882","114882","OSBPL8","CUR_03","Reactome (reactome.db 1.95.0)"
938,"gene55701","55701","ARHGEF40","CUR_11","Reactome (reactome.db 1.95.0)"
939,"gene610","610","HCN2","CUR_09","Reactome (reactome.db 1.95.0)"
940,"gene8863","8863","PER3","CUR_03","Reactome (reactome.db 1.95.0)"
941,"gene3109","3109","HLA-DMB","CUR_15","Reactome (reactome.db 1.95.0)"
942,"gene8313","8313","AXIN2","CUR_08","Reactome (reactome.db 1.95.0)"
943,"gene83858","83858","ATAD3B","CUR_04","Reactome (reactome.db 1.95.0)"
944,"gene11240","11240","PADI2","CUR_04","Reactome (reactome.db 1.95.0)"
945,"gene1795","1795","DOCK3","CUR_11","Reactome (reactome.db 1.95.0)"
946,"gene151306","151306","GPBAR1","CUR_02","Reactome (reactome.db 1.95.0)"
947,"gene6132","6132","RPL8","CUR_14","Reactome (reactome.db 1.95.0)"
948,"gene1514","1514","CTSL","CUR_01","Reactome (reactome.db 1.95.0)"
949,"gene63891","63891","RNF123","CUR_18","Reactome (reactome.db 1.95.0)"
950,"gene4172","4172","MCM3","CUR_01","Reactome (reactome.db 1.95.0)"
951,"gene79143","79143","MBOAT7","CUR_03","Reactome (reactome.db 1.95.0)"
952,"gene64772","64772","ENGASE","CUR_08","Reactome (reactome.db 1.95.0)"
953,"gene25804","25804","LSM4","CUR_06","Reactome (reactome.db 1.95.0)"
954,"gene29802","29802","VPREB3","CUR_10","Reactome (reactome.db 1.95.0)"
955,"gene7433","7433","VIPR1","CUR_02","Reactome (reactome.db 1.95.0)"
956,"gene1508","1508","CTSB","CUR_12","Reactome (reactome.db 1.95.0)"
957,"gene1901","1901","S1PR1","CUR_06","Reactome (reactome.db 1.95.0)"
958,"gene23530","23530","NNT","CUR_05","Reactome (reactome.db 1.95.0)"
959,"gene79646","79646","PANK3","CUR_05","Reactome (reactome.db 1.95.0)"
960,"gene89849","89849","ATG16L2","CUR_16","Reactome (reactome.db 1.95.0)"
961,"gene7710","7710","ZNF154","CUR_01","Reactome (reactome.db 1.95.0)"
962,"gene7027","7027","TFDP1","CUR_01","Reactome (reactome.db 1.95.0)"
963,"gene2643","2643","GCH1","CUR_05","Reactome (reactome.db 1.95.0)"
964,"gene200315","200315","APOBEC3A","CUR_06","Reactome (reactome.db 1.95.0)"
965,"gene143884","143884","CWF19L2","CUR_06","Reactome (reactome.db 1.95.0)"
966,"gene2948","2948","GSTM4","CUR_03","Reactome (reactome.db 1.95.0)"
967,"gene9188","9188","DDX21","CUR_06","Reactome (reactome.db 1.95.0)"
968,"gene4343","4343","MOV10","CUR_01","Reactome (reactome.db 1.95.0)"
969,"gene219855","219855","SLC37A2","CUR_05","Reactome (reactome.db 1.95.0)"
970,"gene1234","1234","CCR5","CUR_02","Reactome (reactome.db 1.95.0)"
971,"gene51251","51251","NT5C3A","CUR_05","Reactome (reactome.db 1.95.0)"
972,"gene3727","3727","JUND","CUR_12","Reactome (reactome.db 1.95.0)"
973,"gene57449","57449","PLEKHG5","CUR_11","Reactome (reactome.db 1.95.0)"
974,"gene7423","7423","VEGFB","CUR_10","Reactome (reactome.db 1.95.0)"
975,"gene2026","2026","ENO2","CUR_05","Reactome (reactome.db 1.95.0)"
976,"gene79414","79414","LRFN3","CUR_09","Reactome (reactome.db 1.95.0)"
977,"gene120227","120227","CYP2R1","CUR_03","Reactome (reactome.db 1.95.0)"
978,"gene975","975","CD81","CUR_15","Reactome (reactome.db 1.95.0)"
979,"gene9349","9349","RPL23","CUR_14","Reactome (reactome.db 1.95.0)"
980,"gene84868","84868","HAVCR2","CUR_07","Reactome (reactome.db 1.95.0)"
981,"gene23461","23461","ABCA5","CUR_09","Reactome (reactome.db 1.95.0)"
982,"gene6122","6122","RPL3","CUR_14","Reactome (reactome.db 1.95.0)"
983,"gene1435","1435","CSF1","CUR_07","Reactome (reactome.db 1.95.0)"
984,"gene84418","84418","CYSTM1","CUR_04","Reactome (reactome.db 1.95.0)"
985,"gene79930","79930","DOK3","CUR_04","Reactome (reactome.db 1.95.0)"
986,"gene27336","27336","HTATSF1","CUR_06","Reactome (reactome.db 1.95.0)"
987,"gene2833","2833","CXCR3","CUR_02","Reactome (reactome.db 1.95.0)"
988,"gene338596","338596","ST8SIA6","CUR_08","Reactome (reactome.db 1.95.0)"
989,"gene53822","53822","FXYD7","CUR_06","Reactome (reactome.db 1.95.0)"
990,"gene51332","51332","SPTBN5","CUR_10","Reactome (reactome.db 1.95.0)"
991,"gene56034","56034","PDGFC","CUR_12","Reactome (reactome.db 1.95.0)"
992,"gene873","873","CBR1","CUR_03","Reactome (reactome.db 1.95.0)"
993,"gene9260","9260","PDLIM7","CUR_16","Reactome (reactome.db 1.95.0)"
994,"gene26049","26049","FAM169A","CUR_11","Reactome (reactome.db 1.95.0)"
995,"gene433","433","ASGR2","CUR_08","Reactome (reactome.db 1.95.0)"
996,"gene120892","120892","LRRK2","CUR_12","Reactome (reactome.db 1.95.0)"
997,"gene3687","3687","ITGAX","CUR_04","Reactome (reactome.db 1.95.0)"
998,"gene219","219","ALDH1B1","CUR_03","Reactome (reactome.db 1.95.0)"
999,"gene55252","55252","ASXL2","CUR_08","Reactome (reactome.db 1.95.0)"
1000,"gene521","521","ATP5ME","CUR_05","Reactome (reactome.db 1.95.0)"
